,FundingOrgName,LeadROName,Department,ProjectCategory,StartDate,EndDate,AwardPounds,Region
23816,NERC,Northumbria University,Fac of Engineering and Environment,Research Grant,01/03/2018,28/02/2021,304049.0,North East
23818,BBSRC,King's College London,Developmental Neurobiology,Research Grant,01/01/2018,31/12/2020,494821.0,London
23820,MRC,London Sch of Hygiene and Trop Medicine,Public Health and Policy,Research Grant,01/02/2017,31/01/2021,721603.0,London
23821,EPSRC,University of Bristol,Electrical and Electronic Engineering,Research Grant,01/02/2015,31/01/2020,1362874.0,South West
23822,Innovate UK,The Robert Gordon University,,Knowledge Transfer Partnership,01/01/2016,31/12/2018,136697.0,Scotland
23824,BBSRC,University College London,Structural Molecular Biology,Research Grant,01/08/2018,31/07/2022,621215.0,London
23825,EPSRC,University of Aberdeen,Engineering,Research Grant,01/06/2018,30/11/2019,112684.0,Scotland
23828,EPSRC,University of Edinburgh,Sch of Informatics,Research Grant,01/04/2017,31/03/2020,306726.0,Scotland
23832,EPSRC,University of Nottingham,Sch of Chemistry,Research Grant,20/12/2017,19/12/2018,100732.0,East Midlands
23833,BBSRC,EMBL - European Bioinformatics Institute,Sequence Database Group,Research Grant,10/10/2016,09/10/2019,307672.0,East of England
23834,AHRC,School of Oriental & African Studies,"History, Religions and Philosophy",Research Grant,01/02/2017,30/04/2020,792549.0,London
23836,STFC,University of Central Lancashire,Jeremiah Horrocks Institute,Training Grant,01/10/2018,30/09/2022,150664.0,North West
23838,BBSRC,University of Exeter,Biosciences,Training Grant,01/10/2014,02/07/2019,94126.0,South West
23840,Innovate UK,Sheffield Hallam University,,Knowledge Transfer Partnership,01/08/2017,31/07/2019,95910.0,Yorkshire and The Humber
23841,BBSRC,University of Exeter,Biosciences,Research Grant,01/10/2016,30/09/2019,982890.0,South West
23842,AHRC,Newcastle University,School of Arts and Cultures,Research Grant,01/06/2018,31/12/2018,59544.0,North East
23846,NERC,University of Bristol,Earth Sciences,Research Grant,02/10/2017,01/02/2021,419180.0,South West
23850,ESRC,King's College London,Social Genetic and Dev Psychiatry Centre,Research Grant,01/01/2016,31/12/2019,540514.0,London
23853,EPSRC,Swansea University,School of Engineering,Fellowship,29/06/2018,28/06/2021,547407.0,Wales
23854,Innovate UK,Autolus Limited,,Collaborative R&D,01/05/2017,31/10/2019,1961446.0,London
23856,BBSRC,University of Nottingham,School of Life Sciences,Research Grant,01/01/2017,31/03/2019,609274.0,East Midlands
23858,EPSRC,University of Nottingham,Sch of Physics & Astronomy,Research Grant,01/12/2015,30/11/2020,76061.0,East Midlands
23860,BBSRC,University of Birmingham,Institute of Cancer and Genomic Sciences,Training Grant,01/10/2018,30/09/2022,99034.0,West Midlands
23861,MRC,University of Glasgow,"College of Medical, Veterinary &Life Sci",Research Grant,01/10/2018,30/09/2021,366833.0,Scotland
23864,BBSRC,University of Liverpool,Institute of Infection and Global Health,Research Grant,01/01/2017,06/06/2020,660291.0,North West
23865,ESRC,University of Essex,Inst for Social and Economic Research,Research Grant,01/04/2013,31/10/2021,31987749.0,East of England
23866,MRC,University of Sheffield,Neurosciences,Research Grant,27/07/2015,28/09/2018,475872.0,Yorkshire and The Humber
23867,STFC,University of Warwick,Physics,Research Grant,01/01/2017,30/09/2019,86588.0,West Midlands
23868,ESRC,University of Glasgow,School of Social & Political Sciences,Research Grant,01/11/2016,31/08/2018,252263.0,Scotland
23869,ESRC,University of Birmingham,"Sch of Geography, Earth & Env Sciences",Research Grant,01/07/2018,31/12/2019,92059.0,West Midlands
23871,ESRC,London School of Economics & Pol Sci,Institute of Global Affairs,Research Grant,01/01/2017,31/12/2019,317789.0,London
23872,MRC,University of Strathclyde,Centre for Biophotonics,Research Grant,13/02/2013,12/02/2020,1542107.0,Scotland
23873,NERC,University of Manchester,Earth Atmospheric and Env Sciences,Research Grant,30/01/2018,29/01/2021,456746.0,North West
23875,ESRC,Lancaster University,Linguistics and English Language,Research Grant,01/04/2018,31/03/2023,798060.0,North West
23879,BBSRC,University of Exeter,Institute of Biomed & Clinical Science,Training Grant,01/10/2015,30/09/2019,95042.0,South West
23882,NERC,University of Ulster,Sch of Environmental Sciences,Research Grant,01/10/2012,28/09/2018,34051.0,Northern Ireland
23885,NERC,University of Reading,Meteorology,Research Grant,01/04/2018,31/03/2021,341264.0,South East
23886,Innovate UK,Engas (UK) Ltd,,Feasibility Studies,01/06/2018,31/05/2019,69646.0,South East
23887,STFC,University of Manchester,Physics and Astronomy,Research Grant,01/04/2017,31/03/2020,75443.0,North West
23888,EPSRC,Imperial College London,Materials,Research Grant,01/12/2017,30/11/2021,488326.0,London
23889,EPSRC,University of Surrey,Chemical Engineering,Research Grant,01/02/2017,31/01/2021,337356.0,South East
23892,ESRC,University College London,Clinical   Health and Educational Psych,Research Grant,01/06/2016,30/06/2019,380422.0,London
23894,Innovate UK,CytoSeek Limited,,Feasibility Studies,01/01/2018,30/06/2019,96344.0,Unknown
23895,STFC,University of York,Physics,Training Grant,01/10/2014,30/09/2018,81506.0,Yorkshire and The Humber
23896,NERC,University of Leeds,NCAS,Research Grant,01/01/2018,30/06/2019,270142.0,Yorkshire and The Humber
23899,MRC,University College London,Neuroscience Physiology and Pharmacology,Research Grant,01/11/2018,31/10/2022,968734.0,London
23900,EPSRC,University of Glasgow,School of Engineering,Research Grant,01/05/2018,30/04/2020,252923.0,Scotland
23901,MRC,University College London,Institute of Ophthalmology,Research Grant,22/10/2017,21/10/2020,571950.0,London
23902,NERC,Plymouth Marine Laboratory,Plymouth Marine Lab,Research Grant,01/10/2017,31/12/2021,5847901.0,South West
23905,BBSRC,University of Edinburgh,The Roslin Institute,Research Grant,01/01/2017,31/12/2019,546285.0,Scotland
23907,STFC,Armagh Observatory,Astronomy,Training Grant,19/10/2015,18/10/2020,144510.0,Northern Ireland
23910,MRC,South African Medical Research Council,"Alcohol, Tobacco and Other Drug Research",Research Grant,01/04/2015,31/03/2019,898776.0,Outside UK
23912,EPSRC,University of Bristol,Aerospace Engineering,Training Grant,01/04/2014,30/09/2022,3731261.0,South West
23913,EPSRC,University of Surrey,ATI Electronics,Research Grant,01/11/2016,31/10/2018,13509.0,South East
23914,MRC,University of Sussex,Sch of Life Sciences,Fellowship,24/08/2015,23/08/2020,1135815.0,South East
23916,BBSRC,University of Exeter,Biosciences,Research Grant,01/10/2017,30/09/2020,301394.0,South West
23917,BBSRC,University of Aberdeen,Inst of Biological and Environmental Sci,Training Grant,01/07/2015,30/06/2019,94126.0,Scotland
23918,Innovate UK,Glasgow School of Art,,Knowledge Transfer Partnership,01/09/2018,31/08/2020,69531.0,Scotland
23919,BBSRC,University of York,Chemistry,Research Grant,01/10/2016,30/09/2019,389176.0,Yorkshire and The Humber
23921,MRC,University of Glasgow,"College of Medical, Veterinary &Life Sci",Research Grant,01/08/2018,31/07/2020,275688.0,Scotland
23924,ESRC,Durham University,Business School,Research Grant,18/08/2018,30/04/2019,61424.0,North East
23927,NERC,Met Office,Government Business,Research Grant,01/09/2016,31/08/2020,338647.0,South West
23929,Innovate UK,Hypha Discovery Limited,,Collaborative R&D,01/07/2017,30/09/2019,568807.0,South East
23930,EPSRC,University College London,Medical Physics and Biomedical Eng,Research Grant,01/07/2017,30/06/2020,106842.0,London
23932,ESRC,University of Cambridge,Faculty of Education,Fellowship,01/10/2018,30/09/2019,84539.0,East of England
23933,EPSRC,Imperial College London,Research Office,Training Grant,01/10/2014,30/09/2018,7974353.0,London
23935,EPSRC,University of Warwick,WMG,Research Grant,01/06/2016,31/01/2019,803144.0,West Midlands
23936,BBSRC,University of Cambridge,Veterinary Medicine,Research Grant,08/10/2018,07/04/2019,11980.0,East of England
23937,Innovate UK,"Brecknell, Willis & Co. Limited",,Collaborative R&D,01/06/2018,31/05/2020,333379.0,West Midlands
23938,Innovate UK,Fvg Limited,,EU-Funded,01/04/2015,31/12/2018,77040.0,Scotland
23944,EPSRC,University of Oxford,Oxford Physics,Research Grant,01/03/2018,28/02/2019,89997.0,South East
23945,NERC,Imperial College London,Department of Chemical Engineering,Research Grant,01/05/2016,31/10/2019,986333.0,London
23949,EPSRC,University of Kent,Sch of Engineering & Digital Arts,Research Grant,01/01/2017,31/12/2019,157212.0,South East
23950,NERC,Loughborough University,Sch of the Arts,Research Grant,01/08/2018,31/07/2021,233668.0,East Midlands
23952,ESRC,Cardiff University,Sch of Social Sciences,Research Grant,31/01/2017,01/10/2018,158094.0,Wales
23953,MRC,University of Bristol,Chemistry,Research Grant,01/11/2018,31/10/2021,812229.0,South West
23955,Innovate UK,Macusoft Ltd,,Collaborative R&D,01/02/2017,31/03/2019,343241.0,Unknown
23961,EPSRC,Imperial College London,Civil & Environmental Engineering,Research Grant,01/10/2015,31/12/2019,613965.0,London
23962,ESRC,University of Liverpool,Sch of Sociology and Social Policy,Fellowship,01/10/2018,30/09/2019,87658.0,North West
23965,NERC,University of Exeter,Camborne School of Mines,Fellowship,01/01/2018,30/06/2021,383022.0,South West
23967,Innovate UK,Coventry University,,Knowledge Transfer Partnership,01/02/2018,31/01/2021,155230.0,West Midlands
23968,BBSRC,University of Dundee,School of Life Sciences,Research Grant,01/12/2018,30/11/2021,750606.0,Scotland
23969,BBSRC,University of Lincoln,National Centre for Food Manufacturing,Research Grant,06/06/2016,05/06/2019,166187.0,East Midlands
23970,NERC,University of Oxford,Geography - SoGE,Research Grant,01/10/2013,30/09/2018,443040.0,South East
23971,MRC,University of Oxford,Surgical Sciences,Research Grant,01/02/2017,31/07/2022,2516318.0,South East
23974,EPSRC,Imperial College London,Department of Chemical Engineering,Research Grant,01/01/2018,31/12/2020,748854.0,London
23975,Innovate UK,Toshiba Research Europe Limited,,CRD,01/11/2018,31/03/2021,5802830.0,East of England
23978,EPSRC,University of Bristol,Chemistry,Research Grant,01/11/2013,31/01/2019,288481.0,South West
23979,MRC,Liverpool School of Tropical Medicine,Clinical Sciences,Research Grant,01/01/2014,31/12/2018,639749.0,North West
23980,Innovate UK,Cell Guidance Systems Limited,,EU-Funded,01/12/2017,30/11/2020,177436.0,East of England
23982,MRC,University of Liverpool,Institute of Infection and Global Health,Research Grant,10/07/2017,09/07/2020,273163.0,North West
23983,ESRC,University of Oxford,Experimental Psychology,Research Grant,01/09/2016,31/08/2019,489156.0,South East
23984,BBSRC,University of Leeds,Sch of Molecular & Cellular Biology,Research Grant,01/08/2015,31/07/2019,51020.0,Yorkshire and The Humber
23987,STFC,University of Southampton,School of Physics and Astronomy,Research Grant,01/04/2017,30/09/2019,182510.0,South East
23988,EPSRC,University of Bristol,Physics,Training Grant,01/04/2014,30/09/2022,4876030.0,South West
23990,BBSRC,University of Manchester,School of Medical Sciences,Research Grant,01/04/2016,30/11/2019,774040.0,North West
23991,EPSRC,Durham University,Chemistry,Research Grant,30/06/2017,29/06/2021,1034683.0,North East
23993,EPSRC,University of Kent,Sch of Computing,Research Grant,01/04/2018,31/03/2020,98786.0,South East
23994,EPSRC,University of Oxford,Computer Science,Research Grant,01/01/2018,31/05/2019,92901.0,South East
23998,EPSRC,University of Cambridge,Engineering,Research Grant,01/04/2016,31/03/2019,18000000.0,East of England
24000,EPSRC,Radboud University Nijmegen,Faculty of Science,Other Grant,01/01/2017,31/12/2021,1204510.0,Unknown
24001,EPSRC,University of Southampton,School of Chemistry,Research Grant,01/07/2018,30/06/2021,1014318.0,South East
24005,Innovate UK,University of Reading,,Knowledge Transfer Partnership,01/08/2016,31/07/2019,139680.0,South East
24008,ESRC,King's College London,Health Service and Population Research,Research Grant,01/11/2018,31/10/2022,1020181.0,London
24010,EPSRC,University of Dundee,School of Life Sciences,Training Grant,01/10/2015,30/09/2020,80670.0,Scotland
24011,Innovate UK,B G Research Limited,,Collaborative R&D,01/09/2017,31/08/2018,69849.0,East of England
24012,MRC,Imperial College London,National Heart and Lung Institute,Research Grant,01/05/2018,30/04/2020,28539.0,London
24013,NERC,University of Leeds,School of Earth and Environment,Research Grant,01/10/2017,30/09/2020,586957.0,Yorkshire and The Humber
24014,NERC,University College London,Civil Environmental and Geomatic Eng,Research Grant,03/03/2014,30/06/2020,325265.0,London
24015,EPSRC,University College London Hospitals Charity (UCLH),UNLISTED,Other Grant,01/01/2018,31/12/2020,165263.0,
24017,Innovate UK,Northumbria University,,Knowledge Transfer Partnership,01/06/2017,28/02/2019,51431.0,North East
24018,AHRC,University College London,Bartlett Sch of Architecture,Research Grant,01/01/2016,30/06/2019,568475.0,London
24019,STFC,Cardiff University,School of Physics and Astronomy,Training Grant,01/10/2015,30/09/2020,515518.0,Wales
24021,Innovate UK,James Fisher Testing Services Limited,,Collaborative R&D,01/10/2017,31/12/2019,1482837.0,Unknown
24022,MRC,Imperial College London,School of Public Health,Fellowship,03/09/2018,02/09/2021,284475.0,London
24023,STFC,University of Derby,College of Engineering & Technology,Research Grant,01/10/2017,30/09/2021,13823.0,East Midlands
24024,EPSRC,University of Glasgow,School of Engineering,Fellowship,01/09/2018,31/08/2021,1069413.0,Scotland
24026,MRC,University of Edinburgh,Sch of Biological Sciences,Fellowship,01/09/2016,31/08/2021,1424506.0,Scotland
24027,Innovate UK,Oxmet Technologies Limited,,Collaborative R&D,01/03/2018,31/08/2019,566131.0,Unknown
24028,EPSRC,University of Bath,Social and Policy Sciences,Training Grant,01/10/2014,30/09/2019,69524.0,South West
24029,BBSRC,University of Leeds,Sch of Molecular & Cellular Biology,Research Grant,01/11/2016,30/04/2020,379785.0,Yorkshire and The Humber
24030,BBSRC,Aston University,Sch of Life and Health Sciences,Research Grant,01/04/2017,31/03/2019,28341.0,West Midlands
24035,STFC,University of Glasgow,School of Physics and Astronomy,Research Grant,01/07/2017,05/10/2018,88633.0,Scotland
24038,Innovate UK,Fergusson's Advanced Composite Technology Limited,,Feasibility Studies,01/05/2018,30/04/2019,301521.0,London
24039,BBSRC,John Innes Centre,Cell and Develop Biology,Research Grant,01/04/2016,30/09/2019,332209.0,East of England
24040,EPSRC,University of Warwick,Physics,Research Grant,01/04/2017,31/03/2021,20077.0,West Midlands
24042,AHRC,University of Southampton,Sch of Geography & Environmental Sci,Research Grant,01/10/2018,30/09/2021,809902.0,South East
24043,EPSRC,University of Warwick,Sch of Engineering,Research Grant,01/04/2015,30/09/2018,1862863.0,West Midlands
24044,EPSRC,University of Kent,Sch of Physical Sciences,Research Grant,01/02/2018,30/09/2020,1520745.0,South East
24045,BBSRC,Newcastle University,Sch of Natural Sciences & Env Sciences,Research Grant,01/11/2017,31/03/2019,100000.0,North East
24047,EPSRC,University of Manchester,Chemistry,Research Grant,23/11/2018,22/11/2019,7989.0,North West
24049,NERC,Newcastle University,Sch of Engineering,Research Grant,01/05/2016,30/04/2020,565148.0,North East
24050,Innovate UK,Oxford Biomaterials Limited,,EU-Funded,01/04/2016,30/09/2019,159888.0,South East
24052,EPSRC,University of Sheffield,Finance,Training Grant,01/10/2018,31/03/2020,198777.0,Yorkshire and The Humber
24055,STFC,University of Glasgow,School of Physics and Astronomy,Training Grant,01/10/2018,30/09/2022,696287.0,Scotland
24060,STFC,University of Leicester,Physics and Astronomy,Training Grant,01/10/2017,30/09/2021,670851.0,East Midlands
24061,Innovate UK,KYMIRA Limited,,Feasibility Studies,01/02/2018,31/01/2019,80300.0,South East
24064,MRC,King's College London,Dental Institute,Research Grant,25/09/2017,31/12/2019,432273.0,London
24065,BBSRC,University of Cambridge,Plant Sciences,Research Grant,01/05/2017,30/04/2019,602290.0,East of England
24067,STFC,University College London,Medical Physics and Biomedical Eng,Research Grant,01/06/2016,30/11/2019,357718.0,London
24068,MRC,University of Leeds,Sch of Molecular & Cellular Biology,Research Grant,01/10/2015,31/12/2018,426474.0,Yorkshire and The Humber
