,FundingOrgName,LeadROName,Department,ProjectCategory,StartDate,EndDate,AwardPounds,ExpenditurePounds,Region
23382,Innovate UK,Crown Packaging Manufacturing UK Limited,,Feasibility Studies,01/06/2017,31/05/2019,250598.0,,North West
23383,EPSRC,University of Birmingham,School of Mathematics,Research Grant,01/09/2017,31/08/2020,445133.0,,West Midlands
23384,EPSRC,University of Oxford,Materials,Research Grant,01/10/2017,30/09/2020,300210.0,,South East
23385,ESRC,King's College London,Social Genetic and Dev Psychiatry Centre,Studentship,01/10/2018,30/09/2022,0.0,,London
23386,STFC,Liverpool John Moores University,Astrophysics Research Institute,Studentship,01/10/2015,31/03/2019,0.0,,North West
23387,EPSRC,University of Edinburgh,Sch of Engineering,Research Grant,01/12/2016,30/11/2020,528488.0,,Scotland
23388,MRC,University of Glasgow,,Intramural,01/03/2018,31/08/2019,,176424.0,Scotland
23389,ESRC,Lancaster University,Vice-Chancellor's Office,Research Grant,01/02/2018,31/03/2019,50000.0,,North West
23390,BBSRC,University College London,Cell and Developmental Biology,Studentship,01/10/2017,30/09/2021,0.0,,London
23391,NERC,University of Exeter,Politics,Research Grant,01/05/2017,20/03/2019,70088.0,,South West
23392,BBSRC,University of Leeds,School of Biomedical Sciences,Research Grant,01/12/2018,30/11/2021,480224.0,,Yorkshire and The Humber
23393,AHRC,University of Birmingham,Education,Research Grant,01/01/2017,31/12/2019,616716.0,,West Midlands
23394,BBSRC,National Inst of Agricultural Botany,Centre for Research,Research Grant,01/10/2017,30/09/2021,310941.0,,East of England
23395,BBSRC,Queen's University of Belfast,Sch of Biological Sciences,Research Grant,31/12/2016,30/12/2019,523374.0,,Northern Ireland
23396,MRC,University of Liverpool,Institute of Ageing and Chronic Disease,Research Grant,30/01/2017,29/01/2020,448441.0,,North West
23397,Innovate UK,Medical Wireless Sensing Ltd,,Collaborative R&D,01/08/2017,31/07/2019,1020501.0,,London
23398,STFC,University of Sussex,Sch of Mathematical & Physical Sciences,Studentship,19/09/2016,31/03/2020,0.0,,South East
23399,NERC,University of Exeter,Biosciences,Research Grant,05/01/2015,31/08/2018,605400.0,,South West
23400,ESRC,Queen's University of Belfast,Sch of Behavioural Sciences,Research Grant,01/09/2016,31/08/2019,278282.0,,Northern Ireland
23401,Innovate UK,Rinicom Limited,,EU-Funded,01/05/2016,31/10/2018,178730.0,,South East
23402,STFC,Durham University,Physics,Studentship,01/10/2018,30/09/2022,0.0,,North East
23403,EPSRC,University of Bristol,Chemistry,Studentship,24/09/2018,31/03/2022,0.0,,South West
23404,Innovate UK,innovate UK,,Collaborative R&D,01/06/2016,31/03/2019,223874.0,,South West
23405,MRC,Cardiff University,Sch of Social Sciences,Research Grant,01/01/2014,31/12/2019,2935822.0,,Wales
23406,EPSRC,Imperial College London,Electrical and Electronic Engineering,Studentship,01/10/2018,31/03/2022,0.0,,London
23407,MRC,University of Sheffield,Infection Immunity & Cardiovasc Disease,Research Grant,14/09/2015,13/05/2020,1245904.0,,Yorkshire and The Humber
23408,MRC,University of Edinburgh,Sch of Molecular. Genetics & Pop Health,Studentship,01/09/2017,28/02/2021,0.0,,Scotland
23409,ESRC,International Institute for Env and Dev,Natural Resources Group,Research Grant,01/10/2017,31/12/2021,5630400.0,,London
23410,MRC,University of Manchester,School of Health Sciences,Research Grant,01/02/2014,31/01/2019,1158163.0,,North West
23411,Innovate UK,Laurie Andrew Mark Freeman,,Collaborative R&D,01/06/2018,30/11/2018,8414.0,,Unknown
23412,MRC,London Sch of Hygiene and Trop Medicine,Infectious and Tropical Diseases,Studentship,01/10/2016,31/03/2020,0.0,,London
23413,EPSRC,University of Glasgow,School of Engineering,Studentship,01/10/2017,30/09/2021,0.0,,Scotland
23414,BBSRC,King's College London,Pharmaceutical Sciences,Studentship,01/10/2018,30/09/2022,0.0,,London
23415,EPSRC,University of Southampton,School of Physics and Astronomy,Research Grant,05/02/2018,04/02/2020,246391.0,,South East
23416,BBSRC,University of Oxford,Biochemistry,Research Grant,01/03/2017,29/02/2020,45530.0,,South East
23417,EPSRC,University of St Andrews,Mathematics and Statistics,Studentship,01/10/2018,31/03/2022,0.0,,Scotland
23418,AHRC,University of Leeds,School of PRHS,Studentship,01/10/2016,30/09/2019,0.0,,Yorkshire and The Humber
23419,EPSRC,University of Oxford,Computer Science,Studentship,01/10/2017,30/09/2020,0.0,,South East
23420,BBSRC,University of Nottingham,Sch of Chemistry,Research Grant,01/01/2017,31/12/2019,403696.0,,East Midlands
23421,NERC,University of Bristol,Chemistry,Research Grant,01/05/2017,30/04/2019,233066.0,,South West
23422,ESRC,University of Southampton,School of Education,Studentship,27/09/2018,30/09/2022,0.0,,South East
23423,STFC,Imperial College London,Dept of Physics,Studentship,01/10/2015,31/03/2019,0.0,,London
23424,EPSRC,Imperial College London,Dept of Physics,Research Grant,01/08/2017,31/07/2020,943335.0,,London
23425,ESRC,University of Essex,Sociology,Research Grant,01/05/2015,31/10/2018,395707.0,,East of England
23426,STFC,University College London,Mullard Space Science Laboratory,Studentship,01/10/2017,31/03/2021,0.0,,London
23427,AHRC,University of Birmingham,School of Philosophy Theology & Religion,Research Grant,01/12/2016,30/06/2019,295892.0,,West Midlands
23428,EPSRC,University of Bristol,Interface Analysis Centre,Research Grant,01/09/2015,28/02/2019,130709.0,,South West
23429,STFC,University of Cambridge,Physics,Studentship,01/10/2015,31/03/2019,0.0,,East of England
23430,EPSRC,Loughborough University,School of Science,Studentship,01/01/2017,30/06/2020,0.0,,East Midlands
23431,MRC,King's College London,Immunology Infection and Inflam Diseases,Studentship,01/10/2018,30/09/2022,0.0,,London
23432,BBSRC,University of Nottingham,Sch of Biosciences,Studentship,01/10/2018,30/09/2022,0.0,,East Midlands
23433,EPSRC,University of Cambridge,Engineering,Studentship,01/10/2018,30/09/2021,0.0,,East of England
23434,ESRC,School of Oriental & African Studies,Development Studies,Fellowship,01/10/2018,30/09/2019,95922.0,,London
23435,BBSRC,Imperial College London,Dept of Medicine,Research Grant,01/10/2018,30/09/2022,1028680.0,,London
23436,EPSRC,University of Southampton,Electronics and Computer Science,Studentship,27/09/2018,30/09/2024,0.0,,South East
23437,EPSRC,University of East Anglia,Chemistry,Research Grant,13/03/2017,12/03/2019,100602.0,,East of England
23438,Innovate UK,Williams Advanced Engineering Limited,,Collaborative R&D,01/10/2018,31/03/2021,5331325.0,,South East
23439,EPSRC,Swansea University,College of Science,Studentship,01/10/2017,31/03/2021,0.0,,Wales
23440,BBSRC,Newcastle University,Inst for Cell and Molecular Biosciences,Studentship,01/10/2018,30/09/2022,0.0,,North East
23441,ESRC,Open University,Faculty of Arts and Social Sci (FASS),Studentship,01/10/2017,30/09/2021,0.0,,South East
23442,ESRC,University College London,Language and Cognition,Studentship,15/05/2018,30/09/2021,0.0,,London
23443,NERC,Scottish Association For Marine Science,Scottish Association For Marine Science,Studentship,01/10/2018,01/06/2022,0.0,,Scotland
23444,NERC,Imperial College London,School of Public Health,Research Grant,02/11/2016,01/11/2019,427007.0,,London
23445,NERC,University of Manchester,Life Sciences,Research Grant,01/04/2018,31/03/2021,433782.0,,North West
23446,EPSRC,University of Cambridge,Physics,Research Grant,01/08/2017,31/07/2020,360615.0,,East of England
23447,EPSRC,University of Oxford,Politics and International Relations,Studentship,01/10/2016,30/09/2020,0.0,,South East
23448,EPSRC,Loughborough University,Sch of Sport Exercise & Health Sciences,Studentship,01/10/2017,30/09/2021,0.0,,East Midlands
23449,MRC,University of Edinburgh,Sch of Biomedical Sciences,Research Grant,01/05/2017,30/04/2020,229436.0,,Scotland
23450,EPSRC,Imperial College London,Dept of Physics,Research Grant,09/07/2018,08/01/2022,767529.0,,London
23451,EPSRC,University of Birmingham,Metallurgy and Materials,Studentship,01/10/2016,30/09/2020,0.0,,West Midlands
23452,MRC,University of Oxford,Population Health,Studentship,01/10/2017,30/09/2018,0.0,,South East
23453,ESRC,University College London,Division of Psychiatry,Studentship,16/08/2017,30/09/2020,0.0,,London
23454,Innovate UK,NeuDrive Limited,,Collaborative R&D,01/10/2017,31/12/2019,277696.0,,North West
23455,Innovate UK,Alstom Power Ltd,,Collaborative R&D,01/09/2017,31/05/2019,670360.0,,West Midlands
23456,STFC,Keele University,Faculty of Natural Sciences,Training Grant,01/10/2015,30/09/2020,216765.0,,West Midlands
23457,EPSRC,Imperial College London,Materials,Training Grant,01/04/2014,30/09/2022,4153664.0,,London
23458,ESRC,University of Glasgow,School of Social & Political Sciences,Research Grant,04/11/2013,02/11/2018,911715.0,,Scotland
23459,Innovate UK,High Value Manufacturing Catapult,,Centres,01/04/2016,31/03/2019,264864515.0,,West Midlands
23460,BBSRC,Rothamsted Research,Unlisted,Intramural,01/04/2017,31/03/2020,,1297547.0,East of England
23461,BBSRC,University of York,Environment,Studentship,01/12/2016,30/11/2020,0.0,,Yorkshire and The Humber
23462,STFC,"Royal Holloway, University of London",Physics,Research Grant,01/04/2016,31/03/2020,99490.0,,South East
23463,MRC,University of Cambridge,Cambridge Institute for Medical Research,Research Grant,01/12/2017,30/11/2020,463419.0,,East of England
23464,MRC,University of Edinburgh,Sch of Biological Sciences,Research Grant,01/06/2014,31/05/2019,1786003.0,,Scotland
23465,EPSRC,University of Glasgow,School of Engineering,Studentship,01/02/2018,31/07/2021,0.0,,Scotland
23466,ESRC,University of Cambridge,Sociology,Studentship,01/10/2018,30/09/2021,0.0,,East of England
23467,MRC,Swansea University,College of Human and Health Sciences,Research Grant,01/07/2018,30/09/2019,126600.0,,Wales
23468,Innovate UK,Offshore Renewable Energy Catapult,,CRD,01/11/2018,31/03/2019,30000.0,,Scotland
23469,EPSRC,University College London,Medical Physics and Biomedical Eng,Fellowship,25/06/2018,24/06/2021,582275.0,,London
23470,NERC,University of Leeds,Sch of Chemistry,Fellowship,01/08/2014,31/07/2019,515713.0,,Yorkshire and The Humber
23471,EPSRC,University of Edinburgh,College of Science and Engineering,Training Grant,01/10/2017,30/09/2022,666368.0,,Scotland
23472,EPSRC,University College London,Medical Physics and Biomedical Eng,Other Grant,01/07/2017,30/06/2020,330216.0,,London
23473,NERC,NERC Centre for Ecology and Hydrology,,Intramural,01/11/2017,31/03/2019,,2383097.0,South East
23474,MRC,King's College London,Immunology Infection and Inflam Diseases,Studentship,26/09/2016,30/09/2020,0.0,,London
23475,Innovate UK,Haydale Composite Solutions Limited,,Collaborative R&D,01/12/2017,30/11/2018,182622.0,,East Midlands
23476,Innovate UK,Jellagen Pty Ltd,,Feasibility Studies,01/08/2017,31/03/2019,329088.0,,Scotland
23477,MRC,University of Edinburgh,Sch of Biological Sciences,Research Grant,01/06/2018,31/05/2021,612992.0,,Scotland
23478,Innovate UK,Omnia(Cs) Limited,,Collaborative R&D,01/07/2018,31/12/2019,754633.0,,East Midlands
23479,BBSRC,Durham University,Biosciences,Studentship,01/10/2017,30/09/2021,0.0,,North East
23480,BBSRC,University of Oxford,Interdisciplinary Bioscience DTP,Studentship,01/10/2015,30/09/2019,0.0,,South East
23481,EPSRC,University of Oxford,Materials,Studentship,01/10/2017,31/03/2021,0.0,,South East
23482,NERC,Institute of Research for Development,LTHE (Lab of Hydro Transfers and Env),Research Grant,01/07/2015,30/06/2019,188433.0,,Outside UK
23483,EPSRC,University of Nottingham,Faculty of Engineering,Studentship,01/10/2018,31/03/2022,0.0,,East Midlands
23484,AHRC,Royal College of Art,School of Humanities,Studentship,01/10/2015,30/09/2018,0.0,,London
23485,ESRC,University of Leeds,Sch of Geography,Training Grant,01/04/2018,31/03/2020,8357.0,,Yorkshire and The Humber
23486,MRC,University of Oxford,NDORMS,Studentship,01/10/2017,24/04/2021,0.0,,South East
23487,STFC,University of Edinburgh,Sch of Physics and Astronomy,Studentship,01/10/2015,31/03/2019,0.0,,Scotland
23488,STFC,University of Manchester,Physics and Astronomy,Studentship,21/09/2015,31/03/2019,0.0,,North West
23489,ESRC,Cardiff University,Journalism Media and Cultural Studies,Studentship,01/10/2018,30/09/2021,0.0,,Wales
23490,BBSRC,University of Cambridge,Veterinary Medicine,Studentship,01/10/2018,30/09/2022,0.0,,East of England
23491,EPSRC,Coventry University,Ctr for Flow Measure & Fluid Mechanics,Research Grant,01/07/2018,31/12/2019,100987.0,,West Midlands
23492,EPSRC,Leeds Metropolitan University,Built Environment and Engineering,Research Grant,17/12/2015,28/09/2018,301001.0,,Yorkshire and The Humber
23493,BBSRC,University of Nottingham,School of Life Sciences,Studentship,01/10/2015,30/09/2019,0.0,,East Midlands
23494,BBSRC,University of East Anglia,Graduate Office,Studentship,01/10/2015,31/10/2019,0.0,,East of England
23495,ESRC,University of Cambridge,Politics and International Studies,Studentship,01/10/2017,30/09/2020,0.0,,East of England
23496,NERC,Zoological Soc London Inst of Zoology,Institute of Zoology,Research Grant,01/02/2015,30/09/2018,278806.0,,London
23497,EPSRC,University of Bath,Chemistry,Studentship,01/10/2018,31/03/2022,0.0,,South West
23498,MRC,University of Oxford,Clinical Trial Service Unit,Research Grant,01/11/2018,30/04/2020,185391.0,,South East
23499,BBSRC,University of Dundee,School of Life Sciences,Research Grant,01/10/2018,30/09/2020,318088.0,,Scotland
23500,Innovate UK,Almac Diagnostics Limited,,Collaborative R&D,01/08/2018,31/07/2021,500000.0,,Northern Ireland
23501,STFC,University of Warwick,Physics,Studentship,01/10/2018,31/03/2022,0.0,,West Midlands
23502,EPSRC,Cardiff University,School of Physics and Astronomy,Studentship,01/10/2017,31/03/2021,0.0,,Wales
23503,STFC,University of Sussex,Sch of Mathematical & Physical Sciences,Studentship,19/09/2016,31/03/2020,0.0,,South East
23504,EPSRC,Heriot-Watt University,S of Mathematical and Computer Sciences,Research Grant,01/06/2016,31/05/2020,520418.0,,Scotland
23505,EPSRC,University of Warwick,Research Support Services,Training Grant,01/10/2014,30/09/2018,3172999.0,,West Midlands
23506,BBSRC,University of Manchester,School of Biological Sciences,Research Grant,02/10/2017,01/10/2020,494426.0,,North West
23507,EPSRC,University of Oxford,Materials,Studentship,01/10/2018,30/09/2022,0.0,,South East
23508,BBSRC,University of Edinburgh,Sch of Biological Sciences,Research Grant,01/05/2017,31/10/2019,594981.0,,Scotland
23509,EPSRC,University of Glasgow,School of Computing Science,Research Grant,01/11/2017,31/10/2020,353252.0,,Scotland
23510,BBSRC,University of Warwick,School of Life Sciences,Studentship,03/10/2016,30/09/2020,0.0,,West Midlands
23511,BBSRC,University College London,Institute of Ophthalmology,Research Grant,01/04/2016,28/02/2020,519024.0,,London
23512,Innovate UK,Q-BOT Limited,,Collaborative R&D,01/10/2017,31/12/2018,275996.0,,London
23513,AHRC,University of Reading,Archaeology,Research Grant,01/10/2018,30/09/2022,832520.0,,South East
23514,BBSRC,University of Birmingham,Immunity and Infection,Research Grant,29/08/2014,28/08/2019,1051509.0,,West Midlands
23515,EPSRC,Imperial College London,Dept of Chemistry,Studentship,01/10/2015,30/09/2019,0.0,,London
23516,EPSRC,University of Surrey,Surrey Space Centre Academic,Studentship,24/09/2018,30/09/2022,0.0,,South East
23517,ESRC,London School of Economics & Pol Sci,Economics,Studentship,01/10/2018,30/09/2022,0.0,,London
23518,BBSRC,Queen's University of Belfast,Centre for Experimental Medicine,Research Grant,01/06/2017,31/05/2020,497507.0,,Northern Ireland
23519,EPSRC,Lancaster University,Vice-Chancellor's Office,Training Grant,01/10/2018,30/09/2023,254547.0,,North West
23520,ESRC,University of Southampton,School of Ocean and Earth Science,Research Grant,02/11/2015,07/10/2019,162143.0,,South East
23521,STFC,Imperial College London,Dept of Physics,Studentship,01/10/2015,31/03/2019,0.0,,London
23522,NERC,Keele University,Faculty of Natural Sciences,Research Grant,02/03/2015,30/09/2018,351386.0,,West Midlands
23523,BBSRC,London Sch of Hygiene and Trop Medicine,Epidemiology and Population Health,Studentship,01/10/2018,30/09/2022,0.0,,London
23524,BBSRC,University of Edinburgh,The Roslin Institute,Intramural,01/04/2017,31/03/2020,,1109356.0,Scotland
23525,ESRC,University of Manchester,Arts Languages and Cultures,Studentship,01/01/2018,31/12/2020,0.0,,North West
23526,AHRC,University of Brighton,Sch of Humanities,Studentship,01/10/2016,31/03/2020,0.0,,South East
23527,EPSRC,University of Cambridge,Engineering,Studentship,01/10/2016,30/09/2020,0.0,,East of England
23528,EPSRC,University of Exeter,Engineering Computer Science and Maths,Research Grant,01/10/2017,30/06/2019,101147.0,,South West
23529,BBSRC,University of Sheffield,Molecular Biology and Biotechnology,Studentship,01/10/2018,30/09/2022,0.0,,Yorkshire and The Humber
